OID,TYPE,VALUE,POSSIBLE_SOH
.1.3.6.1.4.1.12148.10.9.8.5.1.2.29,Integer,95,
.1.3.6.1.4.1.12148.10.9.8.5.1.2.30,Integer,97,
.1.3.6.1.4.1.12148.10.9.8.5.1.2.31,Integer,97,
.1.3.6.1.4.1.12148.10.9.8.5.1.2.32,Integer,100,
.1.3.6.1.4.1.12148.10.9.8.5.1.2.33,Integer,100,
.1.3.6.1.4.1.12148.10.9.8.5.1.2.34,Integer,102,
.1.3.6.1.4.1.12148.10.9.8.5.1.2.35,Integer,94,
.1.3.6.1.4.1.12148.10.9.8.5.1.2.36,Integer,100,
.1.3.6.1.4.1.12148.10.9.8.5.1.2.37,Integer,99,
.1.3.6.1.4.1.12148.10.9.8.5.1.2.38,Integer,99,
.1.3.6.1.4.1.12148.10.9.8.5.1.2.39,Integer,99,
.1.3.6.1.4.1.12148.10.9.8.5.1.2.40,Integer,101,
.1.3.6.1.4.1.12148.10.9.8.5.1.2.41,Integer,104,
.1.3.6.1.4.1.12148.10.9.8.5.1.2.42,Integer,100,
.1.3.6.1.4.1.12148.10.9.8.5.1.2.43,Integer,99,
.1.3.6.1.4.1.12148.10.9.8.5.1.2.44,Integer,99,
.1.3.6.1.4.1.12148.10.9.8.5.1.2.45,Integer,98,
.1.3.6.1.4.1.12148.10.9.8.5.1.2.46,Integer,100,
.1.3.6.1.4.1.12148.10.9.8.5.1.2.47,Integer,98,
.1.3.6.1.4.1.12148.10.9.8.5.1.2.48,Integer,99,
.1.3.6.1.4.1.12148.10.9.8.5.1.2.49,Integer,97,
.1.3.6.1.4.1.12148.10.9.8.5.1.2.50,Integer,98,
.1.3.6.1.4.1.12148.10.9.8.5.1.2.51,Integer,98,
.1.3.6.1.4.1.12148.10.9.8.5.1.2.52,Integer,61,
.1.3.6.1.4.1.12148.10.9.8.6.0,Integer,52,
.1.3.6.1.4.1.12148.10.9.8.7.1.2.1,Integer,694,
.1.3.6.1.4.1.12148.10.9.8.7.1.2.2,Integer,692,
.1.3.6.1.4.1.12148.10.9.8.7.1.2.3,Integer,685,
.1.3.6.1.4.1.12148.10.9.8.7.1.2.4,Integer,690,
.1.3.6.1.4.1.12148.10.9.8.7.1.2.5,Integer,694,
.1.3.6.1.4.1.12148.10.9.8.7.1.2.6,Integer,697,
.1.3.6.1.4.1.12148.10.9.8.7.1.2.7,Integer,690,
.1.3.6.1.4.1.12148.10.9.8.7.1.2.8,Integer,685,
.1.3.6.1.4.1.12148.10.9.8.7.1.2.9,Integer,689,
.1.3.6.1.4.1.12148.10.9.8.7.1.2.10,Integer,686,
.1.3.6.1.4.1.12148.10.9.8.7.1.2.11,Integer,680,
.1.3.6.1.4.1.12148.10.9.8.7.1.2.12,Integer,688,
.1.3.6.1.4.1.12148.10.9.8.7.1.2.13,Integer,693,
.1.3.6.1.4.1.12148.10.9.8.7.1.2.14,Integer,694,
.1.3.6.1.4.1.12148.10.9.8.7.1.2.15,Integer,683,
.1.3.6.1.4.1.12148.10.9.8.7.1.2.16,Integer,684,
.1.3.6.1.4.1.12148.10.9.8.7.1.2.17,Integer,733,
.1.3.6.1.4.1.12148.10.9.8.7.1.2.18,Integer,701,
.1.3.6.1.4.1.12148.10.9.8.7.1.2.19,Integer,684,
.1.3.6.1.4.1.12148.10.9.8.7.1.2.20,Integer,703,
.1.3.6.1.4.1.12148.10.9.8.7.1.2.21,Integer,693,
.1.3.6.1.4.1.12148.10.9.8.7.1.2.22,Integer,694,
.1.3.6.1.4.1.12148.10.9.8.7.1.2.23,Integer,692,
.1.3.6.1.4.1.12148.10.9.8.7.1.2.24,Integer,674,
.1.3.6.1.4.1.12148.10.9.8.7.1.2.25,Integer,680,
.1.3.6.1.4.1.12148.10.9.8.7.1.2.26,Integer,682,
.1.3.6.1.4.1.12148.10.9.8.7.1.2.27,Integer,699,
.1.3.6.1.4.1.12148.10.9.8.7.1.2.28,Integer,683,
.1.3.6.1.4.1.12148.10.9.8.7.1.2.29,Integer,682,
.1.3.6.1.4.1.12148.10.9.8.7.1.2.30,Integer,662,
.1.3.6.1.4.1.12148.10.9.8.7.1.2.31,Integer,657,
.1.3.6.1.4.1.12148.10.9.8.7.1.2.32,Integer,644,
.1.3.6.1.4.1.12148.10.9.8.7.1.2.33,Integer,649,
.1.3.6.1.4.1.12148.10.9.8.7.1.2.34,Integer,641,
.1.3.6.1.4.1.12148.10.9.8.7.1.2.35,Integer,642,
.1.3.6.1.4.1.12148.10.9.8.7.1.2.36,Integer,640,
.1.3.6.1.4.1.12148.10.9.8.7.1.2.37,Integer,647,
.1.3.6.1.4.1.12148.10.9.8.7.1.2.38,Integer,653,
.1.3.6.1.4.1.12148.10.9.8.7.1.2.39,Integer,657,
.1.3.6.1.4.1.12148.10.9.8.7.1.2.40,Integer,657,
.1.3.6.1.4.1.12148.10.9.8.7.1.2.41,Integer,625,
.1.3.6.1.4.1.12148.10.9.8.7.1.2.42,Integer,630,
.1.3.6.1.4.1.12148.10.9.8.7.1.2.43,Integer,625,
.1.3.6.1.4.1.12148.10.9.8.7.1.2.44,Integer,638,
.1.3.6.1.4.1.12148.10.9.8.7.1.2.45,Integer,631,
.1.3.6.1.4.1.12148.10.9.8.7.1.2.46,Integer,620,
.1.3.6.1.4.1.12148.10.9.8.7.1.2.47,Integer,571,
.1.3.6.1.4.1.12148.10.9.8.7.1.2.48,Integer,563,
.1.3.6.1.4.1.12148.10.9.8.7.1.2.49,Integer,594,
.1.3.6.1.4.1.12148.10.9.8.7.1.2.50,Integer,581,
.1.3.6.1.4.1.12148.10.9.8.7.1.2.51,Integer,561,
.1.3.6.1.4.1.12148.10.9.8.7.1.2.52,Integer,544,
.1.3.6.1.4.1.12148.10.10.1.0,Integer,1,
.1.3.6.1.4.1.12148.10.10.2.0,OctetString,[66 65 75 32 76 105 116 104 105 117 109 45 105 111 110 32 66 84 69 83 70 52 56 86 49 53 48 45 82 40 69 41],
.1.3.6.1.4.1.12148.10.10.3.0,Integer,5400,
.1.3.6.1.4.1.12148.10.10.4.0,Integer,1,
.1.3.6.1.4.1.12148.10.10.5.1.0,Integer,1,
.1.3.6.1.4.1.12148.10.10.5.2.0,OctetString,[66 97 116 116 101 114 121 86 111 108 116 97 103 101 32 32],
.1.3.6.1.4.1.12148.10.10.5.4.0,Integer,1,
.1.3.6.1.4.1.12148.10.10.5.5.0,Integer,5048,
.1.3.6.1.4.1.12148.10.10.5.6.0,Integer,5700,
.1.3.6.1.4.1.12148.10.10.5.7.0,Integer,5560,
.1.3.6.1.4.1.12148.10.10.5.8.0,Integer,4700,
.1.3.6.1.4.1.12148.10.10.5.9.0,Integer,4500,
.1.3.6.1.4.1.12148.10.10.6.1.0,Integer,1,
.1.3.6.1.4.1.12148.10.10.6.2.0,OctetString,[66 97 116 116 101 114 121 67 117 114 114 101 110 116 32 32],
.1.3.6.1.4.1.12148.10.10.6.4.0,Integer,1,
.1.3.6.1.4.1.12148.10.10.6.5.0,Integer,21,
.1.3.6.1.4.1.12148.10.10.6.6.0,Integer,500,
.1.3.6.1.4.1.12148.10.10.6.7.0,Integer,300,
.1.3.6.1.4.1.12148.10.10.6.8.0,Integer,-3,
.1.3.6.1.4.1.12148.10.10.6.9.0,Integer,-500,
.1.3.6.1.4.1.12148.10.10.7.1.0,Integer,1,
.1.3.6.1.4.1.12148.10.10.7.2.0,OctetString,[66 97 116 116 101 114 121 84 101 109 112 32 32 32 32 32],
.1.3.6.1.4.1.12148.10.10.7.4.0,Integer,1,
.1.3.6.1.4.1.12148.10.10.7.5.0,Integer,23,
.1.3.6.1.4.1.12148.10.10.7.6.0,Integer,36,
.1.3.6.1.4.1.12148.10.10.7.7.0,Integer,33,
.1.3.6.1.4.1.12148.10.10.7.8.0,Integer,-5,
.1.3.6.1.4.1.12148.10.10.7.9.0,Integer,-10,
.1.3.6.1.4.1.12148.10.10.8.1.0,Integer,4,
.1.3.6.1.4.1.12148.10.10.8.2.0,OctetString,[66 97 116 116 101 114 121 84 105 109 101 76 101 102 116 32],
.1.3.6.1.4.1.12148.10.10.8.4.0,Integer,0,
.1.3.6.1.4.1.12148.10.10.8.5.0,Integer,423,
.1.3.6.1.4.1.12148.10.10.8.6.0,Integer,25,
.1.3.6.1.4.1.12148.10.10.8.7.0,Integer,20,
.1.3.6.1.4.1.12148.10.10.9.1.0,Integer,4,
.1.3.6.1.4.1.12148.10.10.9.2.0,OctetString,[66 97 116 116 101 114 121 82 101 109 67 97 112 32 32 32],
.1.3.6.1.4.1.12148.10.10.9.4.0,Integer,0,
.1.3.6.1.4.1.12148.10.10.9.5.0,Integer,677,
.1.3.6.1.4.1.12148.10.10.9.6.0,Integer,207,
.1.3.6.1.4.1.12148.10.10.9.7.0,Integer,168,
.1.3.6.1.4.1.12148.10.10.10.1.0,Integer,4,
.1.3.6.1.4.1.12148.10.10.10.2.0,OctetString,[66 97 116 116 101 114 121 85 115 101 100 67 97 112 32 32],
.1.3.6.1.4.1.12148.10.10.10.4.0,Integer,0,
.1.3.6.1.4.1.12148.10.10.10.5.0,Integer,72,
.1.3.6.1.4.1.12148.10.10.10.6.0,Integer,207,
.1.3.6.1.4.1.12148.10.10.10.7.0,Integer,168,
.1.3.6.1.4.1.12148.10.10.11.1.0,Integer,4,
.1.3.6.1.4.1.12148.10.10.11.2.0,OctetString,[66 97 116 116 101 114 121 84 111 116 67 97 112 32 32 32],
.1.3.6.1.4.1.12148.10.10.11.4.0,Integer,0,
.1.3.6.1.4.1.12148.10.10.11.5.0,Integer,750,
.1.3.6.1.4.1.12148.10.10.11.6.0,Integer,675,
.1.3.6.1.4.1.12148.10.10.11.7.0,Integer,630,
.1.3.6.1.4.1.12148.10.10.12.1.0,Integer,4,
.1.3.6.1.4.1.12148.10.10.12.2.0,OctetString,[66 97 116 116 101 114 121 81 117 97 108 105 116 121 32 32],
.1.3.6.1.4.1.12148.10.10.12.4.0,Integer,0,
.1.3.6.1.4.1.12148.10.10.12.5.0,Integer,0,
.1.3.6.1.4.1.12148.10.10.12.6.0,Integer,80,
.1.3.6.1.4.1.12148.10.10.12.7.0,Integer,75,
.1.3.6.1.4.1.12148.10.10.13.1.0,Integer,1,
.1.3.6.1.4.1.12148.10.10.13.2.0,OctetString,[76 86 66 68 32],
.1.3.6.1.4.1.12148.10.10.13.4.0,Integer,1,
.1.3.6.1.4.1.12148.10.10.13.5.0,Integer,0,
.1.3.6.1.4.1.12148.10.10.13.6.0,Integer,4600,
.1.3.6.1.4.1.12148.10.10.13.7.0,Integer,4400,
.1.3.6.1.4.1.12148.10.10.14.1.0,Integer,0,
.1.3.6.1.4.1.12148.10.10.14.2.0,Integer,0,
.1.3.6.1.4.1.12148.10.10.15.1.0,Integer,5650,
.1.3.6.1.4.1.12148.10.10.15.2.0,Integer,0,
.1.3.6.1.4.1.12148.10.10.15.3.0,Integer,10,
.1.3.6.1.4.1.12148.10.10.15.4.0,Integer,120,
.1.3.6.1.4.1.12148.10.10.16.1.0,Integer,190,
.1.3.6.1.4.1.12148.10.10.16.2.0,Integer,0,
.1.3.6.1.4.1.12148.10.10.16.3.0,Integer,0,
.1.3.6.1.4.1.12148.10.10.16.5.0,Gauge32,720,
.1.3.6.1.4.1.12148.10.10.16.6.0,Integer,0,
.1.3.6.1.4.1.12148.10.10.16.7.0,Integer,0,
.1.3.6.1.4.1.12148.10.10.17.1.0,Integer,1,
.1.3.6.1.4.1.12148.10.10.18.1.0,Integer,1,
.1.3.6.1.4.1.12148.10.10.18.2.1.2.1,Integer,1,
.1.3.6.1.4.1.12148.10.10.18.2.1.3.1,Integer,3,
.1.3.6.1.4.1.12148.10.10.18.2.1.4.1,Integer,1,
.1.3.6.1.4.1.12148.10.10.18.2.1.5.1,Integer,1,
.1.3.6.1.4.1.12148.10.10.18.2.1.6.1,Integer,0,
.1.3.6.1.4.1.12148.10.10.18.3.1.2.1.1,Integer,1,
.1.3.6.1.4.1.12148.10.10.18.3.1.2.1.2,Integer,4,
.1.3.6.1.4.1.12148.10.10.18.3.1.2.1.3,Integer,4,
.1.3.6.1.4.1.12148.10.10.18.3.1.3.1.1,OctetString,[66 97 116 116 101 114 121 84 101 109 112 49 46 49],
.1.3.6.1.4.1.12148.10.10.18.3.1.3.1.2,OctetString,[66 97 116 116 101 114 121 84 101 109 112 49 46 50],
.1.3.6.1.4.1.12148.10.10.18.3.1.3.1.3,OctetString,[66 97 116 116 101 114 121 84 101 109 112 49 46 51],
.1.3.6.1.4.1.12148.10.10.18.3.1.5.1.1,Integer,1,
.1.3.6.1.4.1.12148.10.10.18.3.1.5.1.2,Integer,0,
.1.3.6.1.4.1.12148.10.10.18.3.1.5.1.3,Integer,0,
.1.3.6.1.4.1.12148.10.10.18.3.1.6.1.1,Integer,23,
.1.3.6.1.4.1.12148.10.10.18.3.1.6.1.2,Integer,-100,
.1.3.6.1.4.1.12148.10.10.18.3.1.6.1.3,Integer,-100,
.1.3.6.1.4.1.12148.10.10.18.3.1.7.1.1,Integer,36,
.1.3.6.1.4.1.12148.10.10.18.3.1.7.1.2,Integer,36,
.1.3.6.1.4.1.12148.10.10.18.3.1.7.1.3,Integer,36,
.1.3.6.1.4.1.12148.10.10.18.3.1.8.1.1,Integer,33,
.1.3.6.1.4.1.12148.10.10.18.3.1.8.1.2,Integer,33,
.1.3.6.1.4.1.12148.10.10.18.3.1.8.1.3,Integer,33,
.1.3.6.1.4.1.12148.10.10.18.3.1.9.1.1,Integer,-5,
.1.3.6.1.4.1.12148.10.10.18.3.1.9.1.2,Integer,-5,
.1.3.6.1.4.1.12148.10.10.18.3.1.9.1.3,Integer,-5,
.1.3.6.1.4.1.12148.10.10.18.3.1.10.1.1,Integer,-10,
.1.3.6.1.4.1.12148.10.10.18.3.1.10.1.2,Integer,-10,
.1.3.6.1.4.1.12148.10.10.18.3.1.10.1.3,Integer,-10,
.1.3.6.1.4.1.12148.10.10.18.4.1.2.1.1,Integer,1,
.1.3.6.1.4.1.12148.10.10.18.4.1.3.1.1,OctetString,[66 97 116 116 67 117 114 114 32 98 97 110 107 32 49],
.1.3.6.1.4.1.12148.10.10.18.4.1.5.1.1,Integer,1,
.1.3.6.1.4.1.12148.10.10.18.4.1.6.1.1,Integer,22,
.1.3.6.1.4.1.12148.10.10.18.4.1.7.1.1,Integer,500,
.1.3.6.1.4.1.12148.10.10.18.4.1.8.1.1,Integer,300,
.1.3.6.1.4.1.12148.10.10.18.4.1.9.1.1,Integer,-3,
.1.3.6.1.4.1.12148.10.10.18.4.1.10.1.1,Integer,-500,
.1.3.6.1.4.1.12148.10.10.18.5.1.2.1.1,Integer,1,
.1.3.6.1.4.1.12148.10.10.18.5.1.3.1.1,OctetString,[66 97 116 116 70 117 115 101 115 32 32 49],
.1.3.6.1.4.1.12148.10.10.18.5.1.5.1.1,Integer,1,
.1.3.6.1.4.1.12148.10.10.18.5.1.6.1.1,Integer,2,
.1.3.6.1.4.1.12148.10.10.19.1.0,Integer,0,
.1.3.6.1.4.1.12148.10.10.20.1.0,Integer,1185618,
.1.3.6.1.4.1.12148.10.10.20.2.0,Integer,52,
.1.3.6.1.4.1.12148.10.10.20.3.1.2.1,Integer,1099,
.1.3.6.1.4.1.12148.10.10.20.3.1.2.2,Integer,867,
.1.3.6.1.4.1.12148.10.10.20.3.1.2.3,Integer,-2589,
.1.3.6.1.4.1.12148.10.10.20.3.1.2.4,Integer,-1382,
.1.3.6.1.4.1.12148.10.10.20.3.1.2.5,Integer,1389,
.1.3.6.1.4.1.12148.10.10.20.3.1.2.6,Integer,1486,
.1.3.6.1.4.1.12148.10.10.20.3.1.2.7,Integer,1600,
.1.3.6.1.4.1.12148.10.10.20.3.1.2.8,Integer,670,
.1.3.6.1.4.1.12148.10.10.20.3.1.2.9,Integer,-2511,
.1.3.6.1.4.1.12148.10.10.20.3.1.2.10,Integer,-2186,
.1.3.6.1.4.1.12148.10.10.20.3.1.2.11,Integer,-1895,
.1.3.6.1.4.1.12148.10.10.20.3.1.2.12,Integer,298,
.1.3.6.1.4.1.12148.10.10.20.3.1.2.13,Integer,2132,
.1.3.6.1.4.1.12148.10.10.20.3.1.2.14,Integer,2046,
.1.3.6.1.4.1.12148.10.10.20.3.1.2.15,Integer,1443,
.1.3.6.1.4.1.12148.10.10.20.3.1.2.16,Integer,-2991,
.1.3.6.1.4.1.12148.10.10.20.3.1.2.17,Integer,-1878,
.1.3.6.1.4.1.12148.10.10.20.3.1.2.18,Integer,1179,
.1.3.6.1.4.1.12148.10.10.20.3.1.2.19,Integer,1090,
.1.3.6.1.4.1.12148.10.10.20.3.1.2.20,Integer,1075,
.1.3.6.1.4.1.12148.10.10.20.3.1.2.21,Integer,251,
.1.3.6.1.4.1.12148.10.10.20.3.1.2.22,Integer,-2940,
.1.3.6.1.4.1.12148.10.10.20.3.1.2.23,Integer,-24,
.1.3.6.1.4.1.12148.10.10.20.3.1.2.24,Integer,1229,
.1.3.6.1.4.1.12148.10.10.20.3.1.2.25,Integer,1085,
.1.3.6.1.4.1.12148.10.10.20.3.1.2.26,Integer,1126,
.1.3.6.1.4.1.12148.10.10.20.3.1.2.27,Integer,-1077,
.1.3.6.1.4.1.12148.10.10.20.3.1.2.28,Integer,-2700,
.1.3.6.1.4.1.12148.10.10.20.3.1.2.29,Integer,1441,
.1.3.6.1.4.1.12148.10.10.20.3.1.2.30,Integer,1504,
.1.3.6.1.4.1.12148.10.10.20.3.1.2.31,Integer,1517,
.1.3.6.1.4.1.12148.10.10.20.3.1.2.32,Integer,1504,
.1.3.6.1.4.1.12148.10.10.20.3.1.2.33,Integer,-2483,
.1.3.6.1.4.1.12148.10.10.20.3.1.2.34,Integer,-2164,
.1.3.6.1.4.1.12148.10.10.20.3.1.2.35,Integer,-2052,
.1.3.6.1.4.1.12148.10.10.20.3.1.2.36,Integer,5,
.1.3.6.1.4.1.12148.10.10.20.3.1.2.37,Integer,1304,
.1.3.6.1.4.1.12148.10.10.20.3.1.2.38,Integer,2187,
.1.3.6.1.4.1.12148.10.10.20.3.1.2.39,Integer,2116,
.1.3.6.1.4.1.12148.10.10.20.3.1.2.40,Integer,-2644,
.1.3.6.1.4.1.12148.10.10.20.3.1.2.41,Integer,-1599,
.1.3.6.1.4.1.12148.10.10.20.3.1.2.42,Integer,1240,
.1.3.6.1.4.1.12148.10.10.20.3.1.2.43,Integer,1213,
.1.3.6.1.4.1.12148.10.10.20.3.1.2.44,Integer,1173,
.1.3.6.1.4.1.12148.10.10.20.3.1.2.45,Integer,141,
.1.3.6.1.4.1.12148.10.10.20.3.1.2.46,Integer,-2978,
.1.3.6.1.4.1.12148.10.10.20.3.1.2.47,Integer,-861,
.1.3.6.1.4.1.12148.10.10.20.3.1.2.48,Integer,1266,
.1.3.6.1.4.1.12148.10.10.20.3.1.2.49,Integer,1284,
.1.3.6.1.4.1.12148.10.10.20.3.1.2.50,Integer,1238,
.1.3.6.1.4.1.12148.10.10.20.3.1.2.51,Integer,-607,
.1.3.6.1.4.1.12148.10.10.20.3.1.2.52,Integer,0,
.1.3.6.1.4.1.12148.10.10.20.4.0,Integer,52,
.1.3.6.1.4.1.12148.10.10.20.5.1.2.1,Integer,1,
.1.3.6.1.4.1.12148.10.10.20.5.1.2.2,Integer,2,
.1.3.6.1.4.1.12148.10.10.20.5.1.2.3,Integer,1,
.1.3.6.1.4.1.12148.10.10.20.5.1.2.4,Integer,-1,
.1.3.6.1.4.1.12148.10.10.20.5.1.2.5,Integer,2,
.1.3.6.1.4.1.12148.10.10.20.5.1.2.6,Integer,1,
.1.3.6.1.4.1.12148.10.10.20.5.1.2.7,Integer,-1,
.1.3.6.1.4.1.12148.10.10.20.5.1.2.8,Integer,-1,
.1.3.6.1.4.1.12148.10.10.20.5.1.2.9,Integer,1,
.1.3.6.1.4.1.12148.10.10.20.5.1.2.10,Integer,0,
.1.3.6.1.4.1.12148.10.10.20.5.1.2.11,Integer,7,
.1.3.6.1.4.1.12148.10.10.20.5.1.2.12,Integer,-3,
.1.3.6.1.4.1.12148.10.10.20.5.1.2.13,Integer,0,
.1.3.6.1.4.1.12148.10.10.20.5.1.2.14,Integer,1,
.1.3.6.1.4.1.12148.10.10.20.5.1.2.15,Integer,0,
.1.3.6.1.4.1.12148.10.10.20.5.1.2.16,Integer,2,
.1.3.6.1.4.1.12148.10.10.20.5.1.2.17,Integer,-1,
.1.3.6.1.4.1.12148.10.10.20.5.1.2.18,Integer,2,
.1.3.6.1.4.1.12148.10.10.20.5.1.2.19,Integer,-2,
.1.3.6.1.4.1.12148.10.10.20.5.1.2.20,Integer,-1,
.1.3.6.1.4.1.12148.10.10.20.5.1.2.21,Integer,1,
.1.3.6.1.4.1.12148.10.10.20.5.1.2.22,Integer,0,
.1.3.6.1.4.1.12148.10.10.20.5.1.2.23,Integer,1,
.1.3.6.1.4.1.12148.10.10.20.5.1.2.24,Integer,2,
.1.3.6.1.4.1.12148.10.10.20.5.1.2.25,Integer,0,
.1.3.6.1.4.1.12148.10.10.20.5.1.2.26,Integer,0,
.1.3.6.1.4.1.12148.10.10.20.5.1.2.27,Integer,3,
.1.3.6.1.4.1.12148.10.10.20.5.1.2.28,Integer,1,
.1.3.6.1.4.1.12148.10.10.20.5.1.2.29,Integer,-2,
.1.3.6.1.4.1.12148.10.10.20.5.1.2.30,Integer,1,
.1.3.6.1.4.1.12148.10.10.20.5.1.2.31,Integer,1,
.1.3.6.1.4.1.12148.10.10.20.5.1.2.32,Integer,7,
.1.3.6.1.4.1.12148.10.10.20.5.1.2.33,Integer,-6,
.1.3.6.1.4.1.12148.10.10.20.5.1.2.34,Integer,8,
.1.3.6.1.4.1.12148.10.10.20.5.1.2.35,Integer,-8,
.1.3.6.1.4.1.12148.10.10.20.5.1.2.36,Integer,1,
.1.3.6.1.4.1.12148.10.10.20.5.1.2.37,Integer,0,
.1.3.6.1.4.1.12148.10.10.20.5.1.2.38,Integer,0,
.1.3.6.1.4.1.12148.10.10.20.5.1.2.39,Integer,3,
.1.3.6.1.4.1.12148.10.10.20.5.1.2.40,Integer,0,
.1.3.6.1.4.1.12148.10.10.20.5.1.2.41,Integer,1,
.1.3.6.1.4.1.12148.10.10.20.5.1.2.42,Integer,2,
.1.3.6.1.4.1.12148.10.10.20.5.1.2.43,Integer,-1,
.1.3.6.1.4.1.12148.10.10.20.5.1.2.44,Integer,2,
.1.3.6.1.4.1.12148.10.10.20.5.1.2.45,Integer,0,
.1.3.6.1.4.1.12148.10.10.20.5.1.2.46,Integer,5,
.1.3.6.1.4.1.12148.10.10.20.5.1.2.47,Integer,1,
.1.3.6.1.4.1.12148.10.10.20.5.1.2.48,Integer,-6,
.1.3.6.1.4.1.12148.10.10.20.5.1.2.49,Integer,0,
.1.3.6.1.4.1.12148.10.10.20.5.1.2.50,Integer,3,
.1.3.6.1.4.1.12148.10.10.20.5.1.2.51,Integer,0,
.1.3.6.1.4.1.12148.10.10.20.5.1.2.52,Integer,-1,
.1.3.6.1.4.1.12148.10.10.20.6.0,Integer,52,
.1.3.6.1.4.1.12148.10.10.20.7.1.2.1,Integer,5,
.1.3.6.1.4.1.12148.10.10.20.7.1.2.2,Integer,2,
.1.3.6.1.4.1.12148.10.10.20.7.1.2.3,Integer,4,
.1.3.6.1.4.1.12148.10.10.20.7.1.2.4,Integer,5,
.1.3.6.1.4.1.12148.10.10.20.7.1.2.5,Integer,5,
.1.3.6.1.4.1.12148.10.10.20.7.1.2.6,Integer,11,
.1.3.6.1.4.1.12148.10.10.20.7.1.2.7,Integer,-3,
.1.3.6.1.4.1.12148.10.10.20.7.1.2.8,Integer,5,
.1.3.6.1.4.1.12148.10.10.20.7.1.2.9,Integer,1,
.1.3.6.1.4.1.12148.10.10.20.7.1.2.10,Integer,10,
.1.3.6.1.4.1.12148.10.10.20.7.1.2.11,Integer,-2,
.1.3.6.1.4.1.12148.10.10.20.7.1.2.12,Integer,6,
.1.3.6.1.4.1.12148.10.10.20.7.1.2.13,Integer,1,
.1.3.6.1.4.1.12148.10.10.20.7.1.2.14,Integer,10,
.1.3.6.1.4.1.12148.10.10.20.7.1.2.15,Integer,0,
.1.3.6.1.4.1.12148.10.10.20.7.1.2.16,Integer,9,
.1.3.6.1.4.1.12148.10.10.20.7.1.2.17,Integer,5,
.1.3.6.1.4.1.12148.10.10.20.7.1.2.18,Integer,-3,
.1.3.6.1.4.1.12148.10.10.20.7.1.2.19,Integer,6,
.1.3.6.1.4.1.12148.10.10.20.7.1.2.20,Integer,2,
.1.3.6.1.4.1.12148.10.10.20.7.1.2.21,Integer,13,
.1.3.6.1.4.1.12148.10.10.20.7.1.2.22,Integer,-4,
.1.3.6.1.4.1.12148.10.10.20.7.1.2.23,Integer,8,
.1.3.6.1.4.1.12148.10.10.20.7.1.2.24,Integer,2,
.1.3.6.1.4.1.12148.10.10.20.7.1.2.25,Integer,10,
.1.3.6.1.4.1.12148.10.10.20.7.1.2.26,Integer,1,
.1.3.6.1.4.1.12148.10.10.20.7.1.2.27,Integer,2,
.1.3.6.1.4.1.12148.10.10.20.7.1.2.28,Integer,6,
.1.3.6.1.4.1.12148.10.10.20.7.1.2.29,Integer,5,
.1.3.6.1.4.1.12148.10.10.20.7.1.2.30,Integer,5,
.1.3.6.1.4.1.12148.10.10.20.7.1.2.31,Integer,2,
.1.3.6.1.4.1.12148.10.10.20.7.1.2.32,Integer,5,
.1.3.6.1.4.1.12148.10.10.20.7.1.2.33,Integer,7,
.1.3.6.1.4.1.12148.10.10.20.7.1.2.34,Integer,-2,
.1.3.6.1.4.1.12148.10.10.20.7.1.2.35,Integer,8,
.1.3.6.1.4.1.12148.10.10.20.7.1.2.36,Integer,4,
.1.3.6.1.4.1.12148.10.10.20.7.1.2.37,Integer,1,
.1.3.6.1.4.1.12148.10.10.20.7.1.2.38,Integer,8,
.1.3.6.1.4.1.12148.10.10.20.7.1.2.39,Integer,-1,
.1.3.6.1.4.1.12148.10.10.20.7.1.2.40,Integer,9,
.1.3.6.1.4.1.12148.10.10.20.7.1.2.41,Integer,0,
.1.3.6.1.4.1.12148.10.10.20.7.1.2.42,Integer,9,
.1.3.6.1.4.1.12148.10.10.20.7.1.2.43,Integer,1,
.1.3.6.1.4.1.12148.10.10.20.7.1.2.44,Integer,4,
.1.3.6.1.4.1.12148.10.10.20.7.1.2.45,Integer,3,
.1.3.6.1.4.1.12148.10.10.20.7.1.2.46,Integer,10,
.1.3.6.1.4.1.12148.10.10.20.7.1.2.47,Integer,0,
.1.3.6.1.4.1.12148.10.10.20.7.1.2.48,Integer,8,
.1.3.6.1.4.1.12148.10.10.20.7.1.2.49,Integer,1,
.1.3.6.1.4.1.12148.10.10.20.7.1.2.50,Integer,-1,
.1.3.6.1.4.1.12148.10.10.20.7.1.2.51,Integer,4,
.1.3.6.1.4.1.12148.10.10.20.7.1.2.52,Integer,4,
.1.3.6.1.4.1.12148.10.10.21.1.0,Integer,5035,
.1.3.6.1.4.1.12148.10.10.21.2.0,Integer,52,
.1.3.6.1.4.1.12148.10.10.21.3.1.2.1,Integer,4,
.1.3.6.1.4.1.12148.10.10.21.3.1.2.2,Integer,4,
.1.3.6.1.4.1.12148.10.10.21.3.1.2.3,Integer,4,
.1.3.6.1.4.1.12148.10.10.21.3.1.2.4,Integer,3,
.1.3.6.1.4.1.12148.10.10.21.3.1.2.5,Integer,4,
.1.3.6.1.4.1.12148.10.10.21.3.1.2.6,Integer,5,
.1.3.6.1.4.1.12148.10.10.21.3.1.2.7,Integer,3,
.1.3.6.1.4.1.12148.10.10.21.3.1.2.8,Integer,4,
.1.3.6.1.4.1.12148.10.10.21.3.1.2.9,Integer,4,
.1.3.6.1.4.1.12148.10.10.21.3.1.2.10,Integer,4,
