oid,type,value
.1.3.6.1.4.1.12148.10.4.24.1.0,Integer,0
.1.3.6.1.4.1.12148.10.4.24.2.0,Integer,52
.1.3.6.1.4.1.12148.10.4.24.3.1.2.1,Integer,0
.1.3.6.1.4.1.12148.10.4.24.3.1.2.2,Integer,0
.1.3.6.1.4.1.12148.10.4.24.3.1.2.3,Integer,0
.1.3.6.1.4.1.12148.10.4.24.3.1.2.4,Integer,0
.1.3.6.1.4.1.12148.10.4.24.3.1.2.5,Integer,0
.1.3.6.1.4.1.12148.10.4.24.3.1.2.6,Integer,0
.1.3.6.1.4.1.12148.10.4.24.3.1.2.7,Integer,0
.1.3.6.1.4.1.12148.10.4.24.3.1.2.8,Integer,0
.1.3.6.1.4.1.12148.10.4.24.3.1.2.9,Integer,0
.1.3.6.1.4.1.12148.10.4.24.3.1.2.10,Integer,0
.1.3.6.1.4.1.12148.10.4.24.3.1.2.11,Integer,0
.1.3.6.1.4.1.12148.10.4.24.3.1.2.12,Integer,0
.1.3.6.1.4.1.12148.10.4.24.3.1.2.13,Integer,0
.1.3.6.1.4.1.12148.10.4.24.3.1.2.14,Integer,0
.1.3.6.1.4.1.12148.10.4.24.3.1.2.15,Integer,0
.1.3.6.1.4.1.12148.10.4.24.3.1.2.16,Integer,0
.1.3.6.1.4.1.12148.10.4.24.3.1.2.17,Integer,0
.1.3.6.1.4.1.12148.10.4.24.3.1.2.18,Integer,0
.1.3.6.1.4.1.12148.10.4.24.3.1.2.19,Integer,0
.1.3.6.1.4.1.12148.10.4.24.3.1.2.20,Integer,0
.1.3.6.1.4.1.12148.10.4.24.3.1.2.21,Integer,0
.1.3.6.1.4.1.12148.10.4.24.3.1.2.22,Integer,0
.1.3.6.1.4.1.12148.10.4.24.3.1.2.23,Integer,0
.1.3.6.1.4.1.12148.10.4.24.3.1.2.24,Integer,0
.1.3.6.1.4.1.12148.10.4.24.3.1.2.25,Integer,0
.1.3.6.1.4.1.12148.10.4.24.3.1.2.26,Integer,0
.1.3.6.1.4.1.12148.10.4.24.3.1.2.27,Integer,0
.1.3.6.1.4.1.12148.10.4.24.3.1.2.28,Integer,0
.1.3.6.1.4.1.12148.10.4.24.3.1.2.29,Integer,0
.1.3.6.1.4.1.12148.10.4.24.3.1.2.30,Integer,0
.1.3.6.1.4.1.12148.10.4.24.3.1.2.31,Integer,0
.1.3.6.1.4.1.12148.10.4.24.3.1.2.32,Integer,0
.1.3.6.1.4.1.12148.10.4.24.3.1.2.33,Integer,0
.1.3.6.1.4.1.12148.10.4.24.3.1.2.34,Integer,0
.1.3.6.1.4.1.12148.10.4.24.3.1.2.35,Integer,0
.1.3.6.1.4.1.12148.10.4.24.3.1.2.36,Integer,0
.1.3.6.1.4.1.12148.10.4.24.3.1.2.37,Integer,0
.1.3.6.1.4.1.12148.10.4.24.3.1.2.38,Integer,0
.1.3.6.1.4.1.12148.10.4.24.3.1.2.39,Integer,0
.1.3.6.1.4.1.12148.10.4.24.3.1.2.40,Integer,0
.1.3.6.1.4.1.12148.10.4.24.3.1.2.41,Integer,0
.1.3.6.1.4.1.12148.10.4.24.3.1.2.42,Integer,0
.1.3.6.1.4.1.12148.10.4.24.3.1.2.43,Integer,0
.1.3.6.1.4.1.12148.10.4.24.3.1.2.44,Integer,0
.1.3.6.1.4.1.12148.10.4.24.3.1.2.45,Integer,0
.1.3.6.1.4.1.12148.10.4.24.3.1.2.46,Integer,0
.1.3.6.1.4.1.12148.10.4.24.3.1.2.47,Integer,0
.1.3.6.1.4.1.12148.10.4.24.3.1.2.48,Integer,0
.1.3.6.1.4.1.12148.10.4.24.3.1.2.49,Integer,0
.1.3.6.1.4.1.12148.10.4.24.3.1.2.50,Integer,0
.1.3.6.1.4.1.12148.10.4.24.3.1.2.51,Integer,0
.1.3.6.1.4.1.12148.10.4.24.3.1.2.52,Integer,0
.1.3.6.1.4.1.12148.10.4.24.4.0,Integer,52
.1.3.6.1.4.1.12148.10.4.24.5.1.2.1,Integer,0
.1.3.6.1.4.1.12148.10.4.24.5.1.2.2,Integer,0
.1.3.6.1.4.1.12148.10.4.24.5.1.2.3,Integer,0
.1.3.6.1.4.1.12148.10.4.24.5.1.2.4,Integer,0
.1.3.6.1.4.1.12148.10.4.24.5.1.2.5,Integer,0
.1.3.6.1.4.1.12148.10.4.24.5.1.2.6,Integer,0
.1.3.6.1.4.1.12148.10.4.24.5.1.2.7,Integer,0
.1.3.6.1.4.1.12148.10.4.24.5.1.2.8,Integer,0
.1.3.6.1.4.1.12148.10.4.24.5.1.2.9,Integer,0
.1.3.6.1.4.1.12148.10.4.24.5.1.2.10,Integer,0
.1.3.6.1.4.1.12148.10.4.24.5.1.2.11,Integer,0
.1.3.6.1.4.1.12148.10.4.24.5.1.2.12,Integer,0
.1.3.6.1.4.1.12148.10.4.24.5.1.2.13,Integer,0
.1.3.6.1.4.1.12148.10.4.24.5.1.2.14,Integer,0
.1.3.6.1.4.1.12148.10.4.24.5.1.2.15,Integer,0
.1.3.6.1.4.1.12148.10.4.24.5.1.2.16,Integer,0
.1.3.6.1.4.1.12148.10.4.24.5.1.2.17,Integer,0
.1.3.6.1.4.1.12148.10.4.24.5.1.2.18,Integer,0
.1.3.6.1.4.1.12148.10.4.24.5.1.2.19,Integer,0
.1.3.6.1.4.1.12148.10.4.24.5.1.2.20,Integer,0
.1.3.6.1.4.1.12148.10.4.24.5.1.2.21,Integer,0
.1.3.6.1.4.1.12148.10.4.24.5.1.2.22,Integer,0
.1.3.6.1.4.1.12148.10.4.24.5.1.2.23,Integer,0
.1.3.6.1.4.1.12148.10.4.24.5.1.2.24,Integer,0
.1.3.6.1.4.1.12148.10.4.24.5.1.2.25,Integer,0
.1.3.6.1.4.1.12148.10.4.24.5.1.2.26,Integer,0
.1.3.6.1.4.1.12148.10.4.24.5.1.2.27,Integer,0
.1.3.6.1.4.1.12148.10.4.24.5.1.2.28,Integer,0
.1.3.6.1.4.1.12148.10.4.24.5.1.2.29,Integer,0
.1.3.6.1.4.1.12148.10.4.24.5.1.2.30,Integer,0
.1.3.6.1.4.1.12148.10.4.24.5.1.2.31,Integer,0
.1.3.6.1.4.1.12148.10.4.24.5.1.2.32,Integer,0
.1.3.6.1.4.1.12148.10.4.24.5.1.2.33,Integer,0
.1.3.6.1.4.1.12148.10.4.24.5.1.2.34,Integer,0
.1.3.6.1.4.1.12148.10.4.24.5.1.2.35,Integer,0
.1.3.6.1.4.1.12148.10.4.24.5.1.2.36,Integer,0
.1.3.6.1.4.1.12148.10.4.24.5.1.2.37,Integer,0
.1.3.6.1.4.1.12148.10.4.24.5.1.2.38,Integer,0
.1.3.6.1.4.1.12148.10.4.24.5.1.2.39,Integer,0
.1.3.6.1.4.1.12148.10.4.24.5.1.2.40,Integer,0
.1.3.6.1.4.1.12148.10.4.24.5.1.2.41,Integer,0
.1.3.6.1.4.1.12148.10.4.24.5.1.2.42,Integer,0
.1.3.6.1.4.1.12148.10.4.24.5.1.2.43,Integer,0
.1.3.6.1.4.1.12148.10.4.24.5.1.2.44,Integer,0
.1.3.6.1.4.1.12148.10.4.24.5.1.2.45,Integer,0
.1.3.6.1.4.1.12148.10.4.24.5.1.2.46,Integer,0
.1.3.6.1.4.1.12148.10.4.24.5.1.2.47,Integer,0
.1.3.6.1.4.1.12148.10.4.24.5.1.2.48,Integer,0
.1.3.6.1.4.1.12148.10.4.24.5.1.2.49,Integer,0
.1.3.6.1.4.1.12148.10.4.24.5.1.2.50,Integer,0
.1.3.6.1.4.1.12148.10.4.24.5.1.2.51,Integer,0
.1.3.6.1.4.1.12148.10.4.24.5.1.2.52,Integer,0
.1.3.6.1.4.1.12148.10.4.24.6.0,Integer,52
.1.3.6.1.4.1.12148.10.4.24.7.1.2.1,Integer,0
.1.3.6.1.4.1.12148.10.4.24.7.1.2.2,Integer,0
.1.3.6.1.4.1.12148.10.4.24.7.1.2.3,Integer,0
.1.3.6.1.4.1.12148.10.4.24.7.1.2.4,Integer,0
.1.3.6.1.4.1.12148.10.4.24.7.1.2.5,Integer,0
.1.3.6.1.4.1.12148.10.4.24.7.1.2.6,Integer,0
.1.3.6.1.4.1.12148.10.4.24.7.1.2.7,Integer,0
.1.3.6.1.4.1.12148.10.4.24.7.1.2.8,Integer,0
.1.3.6.1.4.1.12148.10.4.24.7.1.2.9,Integer,0
.1.3.6.1.4.1.12148.10.4.24.7.1.2.10,Integer,0
.1.3.6.1.4.1.12148.10.4.24.7.1.2.11,Integer,0
.1.3.6.1.4.1.12148.10.4.24.7.1.2.12,Integer,0
.1.3.6.1.4.1.12148.10.4.24.7.1.2.13,Integer,0
.1.3.6.1.4.1.12148.10.4.24.7.1.2.14,Integer,0
.1.3.6.1.4.1.12148.10.4.24.7.1.2.15,Integer,0
.1.3.6.1.4.1.12148.10.4.24.7.1.2.16,Integer,0
.1.3.6.1.4.1.12148.10.4.24.7.1.2.17,Integer,0
.1.3.6.1.4.1.12148.10.4.24.7.1.2.18,Integer,0
.1.3.6.1.4.1.12148.10.4.24.7.1.2.19,Integer,0
.1.3.6.1.4.1.12148.10.4.24.7.1.2.20,Integer,0
.1.3.6.1.4.1.12148.10.4.24.7.1.2.21,Integer,0
.1.3.6.1.4.1.12148.10.4.24.7.1.2.22,Integer,0
.1.3.6.1.4.1.12148.10.4.24.7.1.2.23,Integer,0
.1.3.6.1.4.1.12148.10.4.24.7.1.2.24,Integer,0
.1.3.6.1.4.1.12148.10.4.24.7.1.2.25,Integer,0
.1.3.6.1.4.1.12148.10.4.24.7.1.2.26,Integer,0
.1.3.6.1.4.1.12148.10.4.24.7.1.2.27,Integer,0
.1.3.6.1.4.1.12148.10.4.24.7.1.2.28,Integer,0
.1.3.6.1.4.1.12148.10.4.24.7.1.2.29,Integer,0
.1.3.6.1.4.1.12148.10.4.24.7.1.2.30,Integer,0
.1.3.6.1.4.1.12148.10.4.24.7.1.2.31,Integer,0
.1.3.6.1.4.1.12148.10.4.24.7.1.2.32,Integer,0
.1.3.6.1.4.1.12148.10.4.24.7.1.2.33,Integer,0
.1.3.6.1.4.1.12148.10.4.24.7.1.2.34,Integer,0
.1.3.6.1.4.1.12148.10.4.24.7.1.2.35,Integer,0
.1.3.6.1.4.1.12148.10.4.24.7.1.2.36,Integer,0
.1.3.6.1.4.1.12148.10.4.24.7.1.2.37,Integer,0
.1.3.6.1.4.1.12148.10.4.24.7.1.2.38,Integer,0
.1.3.6.1.4.1.12148.10.4.24.7.1.2.39,Integer,0
.1.3.6.1.4.1.12148.10.4.24.7.1.2.40,Integer,0
.1.3.6.1.4.1.12148.10.4.24.7.1.2.41,Integer,0
.1.3.6.1.4.1.12148.10.4.24.7.1.2.42,Integer,0
.1.3.6.1.4.1.12148.10.4.24.7.1.2.43,Integer,0
.1.3.6.1.4.1.12148.10.4.24.7.1.2.44,Integer,0
.1.3.6.1.4.1.12148.10.4.24.7.1.2.45,Integer,0
.1.3.6.1.4.1.12148.10.4.24.7.1.2.46,Integer,0
.1.3.6.1.4.1.12148.10.4.24.7.1.2.47,Integer,0
.1.3.6.1.4.1.12148.10.4.24.7.1.2.48,Integer,0
.1.3.6.1.4.1.12148.10.4.24.7.1.2.49,Integer,0
.1.3.6.1.4.1.12148.10.4.24.7.1.2.50,Integer,0
.1.3.6.1.4.1.12148.10.4.24.7.1.2.51,Integer,0
.1.3.6.1.4.1.12148.10.4.24.7.1.2.52,Integer,0
.1.3.6.1.4.1.12148.10.4.25.2.0,Integer,52
.1.3.6.1.4.1.12148.10.4.25.4.0,Integer,52
.1.3.6.1.4.1.12148.10.4.25.6.0,Integer,52
.1.3.6.1.4.1.12148.10.4.26.1.0,Integer,0
.1.3.6.1.4.1.12148.10.4.26.2.0,Integer,0
.1.3.6.1.4.1.12148.10.4.26.3.0,Integer,0
.1.3.6.1.4.1.12148.10.4.26.4.0,Integer,0
.1.3.6.1.4.1.12148.10.4.26.5.0,Integer,0
.1.3.6.1.4.1.12148.10.4.26.6.0,Integer,0
.1.3.6.1.4.1.12148.10.4.26.7.0,Integer,0
.1.3.6.1.4.1.12148.10.4.26.8.0,Integer,0
.1.3.6.1.4.1.12148.10.4.26.9.0,Integer,0
.1.3.6.1.4.1.12148.10.4.26.10.0,Integer,0
.1.3.6.1.4.1.12148.10.4.26.11.0,Integer,0
.1.3.6.1.4.1.12148.10.4.26.12.0,Integer,0
.1.3.6.1.4.1.12148.10.4.26.13.0,Integer,0
.1.3.6.1.4.1.12148.10.4.26.14.0,Integer,0
.1.3.6.1.4.1.12148.10.4.26.15.0,Integer,0
.1.3.6.1.4.1.12148.10.4.26.16.0,Integer,0
.1.3.6.1.4.1.12148.10.4.27.1.0,Integer,4
.1.3.6.1.4.1.12148.10.4.27.2.0,OctetString,"""GeneratorFail   """
.1.3.6.1.4.1.12148.10.4.27.4.0,Integer,0
.1.3.6.1.4.1.12148.10.4.27.5.0,Integer,0
.1.3.6.1.4.1.12148.10.4.28.1.0,Gauge32,5450
.1.3.6.1.4.1.12148.10.4.28.2.0,Gauge32,0
.1.3.6.1.4.1.12148.10.4.28.3.0,Gauge32,0
.1.3.6.1.4.1.12148.10.4.28.4.0,Gauge32,5450
.1.3.6.1.4.1.12148.10.4.28.5.0,Gauge32,0
.1.3.6.1.4.1.12148.10.4.28.6.0,Gauge32,0
.1.3.6.1.4.1.12148.10.4.28.7.0,Integer,0
.1.3.6.1.4.1.12148.10.5.1.0,Integer,1
.1.3.6.1.4.1.12148.10.5.2.1.0,Integer,4
.1.3.6.1.4.1.12148.10.5.2.2.0,OctetString,"""Rect.current    """
.1.3.6.1.4.1.12148.10.5.2.4.0,Integer,0
.1.3.6.1.4.1.12148.10.5.2.5.0,Integer,222
.1.3.6.1.4.1.12148.10.5.2.6.0,Integer,5000
.1.3.6.1.4.1.12148.10.5.2.7.0,Integer,4000
.1.3.6.1.4.1.12148.10.5.3.1.0,Integer,4
.1.3.6.1.4.1.12148.10.5.3.2.0,OctetString,"""Rect.capacity   """
.1.3.6.1.4.1.12148.10.5.3.4.0,Integer,0
.1.3.6.1.4.1.12148.10.5.3.5.0,Integer,46
.1.3.6.1.4.1.12148.10.5.3.6.0,Integer,95
.1.3.6.1.4.1.12148.10.5.3.7.0,Integer,90
.1.3.6.1.4.1.12148.10.5.4.1.0,Integer,1
.1.3.6.1.4.1.12148.10.5.4.2.0,OctetString,"""Rect.error      """
.1.3.6.1.4.1.12148.10.5.4.4.0,Integer,1
.1.3.6.1.4.1.12148.10.5.4.5.0,Integer,0
.1.3.6.1.4.1.12148.10.5.4.6.0,Integer,2
.1.3.6.1.4.1.12148.10.5.4.7.0,Integer,1
.1.3.6.1.4.1.12148.10.5.5.0,Integer,6
.1.3.6.1.4.1.12148.10.5.6.1.2.1,Integer,1
.1.3.6.1.4.1.12148.10.5.6.1.2.2,Integer,1
.1.3.6.1.4.1.12148.10.5.6.1.2.3,Integer,1
.1.3.6.1.4.1.12148.10.5.6.1.2.4,Integer,1
.1.3.6.1.4.1.12148.10.5.6.1.2.5,Integer,1
.1.3.6.1.4.1.12148.10.5.6.1.2.6,Integer,1
.1.3.6.1.4.1.12148.10.5.6.1.3.1,Integer,344
.1.3.6.1.4.1.12148.10.5.6.1.3.2,Integer,362
.1.3.6.1.4.1.12148.10.5.6.1.3.3,Integer,350
.1.3.6.1.4.1.12148.10.5.6.1.3.4,Integer,359
.1.3.6.1.4.1.12148.10.5.6.1.3.5,Integer,359
.1.3.6.1.4.1.12148.10.5.6.1.3.6,Integer,351
.1.3.6.1.4.1.12148.10.5.6.1.4.1,Integer,236
.1.3.6.1.4.1.12148.10.5.6.1.4.2,Integer,236
.1.3.6.1.4.1.12148.10.5.6.1.4.3,Integer,236
.1.3.6.1.4.1.12148.10.5.6.1.4.4,Integer,235
.1.3.6.1.4.1.12148.10.5.6.1.4.5,Integer,236
.1.3.6.1.4.1.12148.10.5.6.1.4.6,Integer,236
.1.3.6.1.4.1.12148.10.5.6.1.5.1,OctetString,"""FLATPACK2 48/3000 HE"""
.1.3.6.1.4.1.12148.10.5.6.1.5.2,OctetString,"""FLATPACK2 48/3000 HE"""
.1.3.6.1.4.1.12148.10.5.6.1.5.3,OctetString,"""FLATPACK2 48/3000 HE"""
.1.3.6.1.4.1.12148.10.5.6.1.5.4,OctetString,"""FLATPACK2 48/3000 HE"""
.1.3.6.1.4.1.12148.10.5.6.1.5.5,OctetString,"""FLATPACK2 48/3000 HE"""
.1.3.6.1.4.1.12148.10.5.6.1.5.6,OctetString,"""FLATPACK2 48/3000 HE"""
.1.3.6.1.4.1.12148.10.5.6.1.6.1,OctetString,"""241119.105"""
.1.3.6.1.4.1.12148.10.5.6.1.6.2,OctetString,"""241119.105"""
.1.3.6.1.4.1.12148.10.5.6.1.6.3,OctetString,"""241119.105"""
.1.3.6.1.4.1.12148.10.5.6.1.6.4,OctetString,"""241119.105"""
.1.3.6.1.4.1.12148.10.5.6.1.6.5,OctetString,"""241119.105"""
.1.3.6.1.4.1.12148.10.5.6.1.6.6,OctetString,"""241119.105"""
.1.3.6.1.4.1.12148.10.5.6.1.7.1,OctetString,"""6"""
.1.3.6.1.4.1.12148.10.5.6.1.7.2,OctetString,"""6"""
.1.3.6.1.4.1.12148.10.5.6.1.7.3,OctetString,"""6"""
.1.3.6.1.4.1.12148.10.5.6.1.7.4,OctetString,"""6"""
.1.3.6.1.4.1.12148.10.5.6.1.7.5,OctetString,"""6"""
.1.3.6.1.4.1.12148.10.5.6.1.7.6,OctetString,"""6"""
.1.3.6.1.4.1.12148.10.5.6.1.8.1,OctetString,"""404317.009"""
.1.3.6.1.4.1.12148.10.5.6.1.8.2,OctetString,"""404317.009"""
.1.3.6.1.4.1.12148.10.5.6.1.8.3,OctetString,"""404317.009"""
.1.3.6.1.4.1.12148.10.5.6.1.8.4,OctetString,"""404317.009"""
.1.3.6.1.4.1.12148.10.5.6.1.8.5,OctetString,"""404317.009"""
.1.3.6.1.4.1.12148.10.5.6.1.8.6,OctetString,"""404317.009"""
.1.3.6.1.4.1.12148.10.5.6.1.9.1,OctetString,"""4.00"""
.1.3.6.1.4.1.12148.10.5.6.1.9.2,OctetString,"""4.00"""
.1.3.6.1.4.1.12148.10.5.6.1.9.3,OctetString,"""4.00"""
.1.3.6.1.4.1.12148.10.5.6.1.9.4,OctetString,"""4.00"""
.1.3.6.1.4.1.12148.10.5.6.1.9.5,OctetString,"""4.00"""
.1.3.6.1.4.1.12148.10.5.6.1.9.6,OctetString,"""4.00"""
.1.3.6.1.4.1.12148.10.5.6.1.10.1,OctetString,"""232150004441"""
.1.3.6.1.4.1.12148.10.5.6.1.10.2,OctetString,"""232150004420"""
.1.3.6.1.4.1.12148.10.5.6.1.10.3,OctetString,"""232150004405"""
.1.3.6.1.4.1.12148.10.5.6.1.10.4,OctetString,"""232150004440"""
.1.3.6.1.4.1.12148.10.5.6.1.10.5,OctetString,"""232150004413"""
.1.3.6.1.4.1.12148.10.5.6.1.10.6,OctetString,"""232150004417"""
.1.3.6.1.4.1.12148.10.5.7.1.0,Integer,143274320
.1.3.6.1.4.1.12148.10.5.7.2.0,Integer,52
.1.3.6.1.4.1.12148.10.5.7.3.1.2.1,Integer,10588
.1.3.6.1.4.1.12148.10.5.7.3.1.2.2,Integer,10544
.1.3.6.1.4.1.12148.10.5.7.3.1.2.3,Integer,10297
.1.3.6.1.4.1.12148.10.5.7.3.1.2.4,Integer,9970
.1.3.6.1.4.1.12148.10.5.7.3.1.2.5,Integer,8960
.1.3.6.1.4.1.12148.10.5.7.3.1.2.6,Integer,8239
.1.3.6.1.4.1.12148.10.5.7.3.1.2.7,Integer,8060
.1.3.6.1.4.1.12148.10.5.7.3.1.2.8,Integer,8073
.1.3.6.1.4.1.12148.10.5.7.3.1.2.9,Integer,8424
.1.3.6.1.4.1.12148.10.5.7.3.1.2.10,Integer,9353
.1.3.6.1.4.1.12148.10.5.7.3.1.2.11,Integer,10322
.1.3.6.1.4.1.12148.10.5.7.3.1.2.12,Integer,11583
.1.3.6.1.4.1.12148.10.5.7.3.1.2.13,Integer,12236
.1.3.6.1.4.1.12148.10.5.7.3.1.2.14,Integer,12048
.1.3.6.1.4.1.12148.10.5.7.3.1.2.15,Integer,11544
.1.3.6.1.4.1.12148.10.5.7.3.1.2.16,Integer,11424
.1.3.6.1.4.1.12148.10.5.7.3.1.2.17,Integer,11019
.1.3.6.1.4.1.12148.10.5.7.3.1.2.18,Integer,10641
.1.3.6.1.4.1.12148.10.5.7.3.1.2.19,Integer,10734
.1.3.6.1.4.1.12148.10.5.7.3.1.2.20,Integer,10816
.1.3.6.1.4.1.12148.10.5.7.3.1.2.21,Integer,10785
.1.3.6.1.4.1.12148.10.5.7.3.1.2.22,Integer,10878
.1.3.6.1.4.1.12148.10.5.7.3.1.2.23,Integer,10720
.1.3.6.1.4.1.12148.10.5.7.3.1.2.24,Integer,10678
.1.3.6.1.4.1.12148.10.5.7.3.1.2.25,Integer,10733
.1.3.6.1.4.1.12148.10.5.7.3.1.2.26,Integer,10575
.1.3.6.1.4.1.12148.10.5.7.3.1.2.27,Integer,10320
.1.3.6.1.4.1.12148.10.5.7.3.1.2.28,Integer,9809
.1.3.6.1.4.1.12148.10.5.7.3.1.2.29,Integer,8823
.1.3.6.1.4.1.12148.10.5.7.3.1.2.30,Integer,8113
.1.3.6.1.4.1.12148.10.5.7.3.1.2.31,Integer,8039
.1.3.6.1.4.1.12148.10.5.7.3.1.2.32,Integer,8177
.1.3.6.1.4.1.12148.10.5.7.3.1.2.33,Integer,8467
.1.3.6.1.4.1.12148.10.5.7.3.1.2.34,Integer,9017
.1.3.6.1.4.1.12148.10.5.7.3.1.2.35,Integer,10152
.1.3.6.1.4.1.12148.10.5.7.3.1.2.36,Integer,11425
.1.3.6.1.4.1.12148.10.5.7.3.1.2.37,Integer,12135
.1.3.6.1.4.1.12148.10.5.7.3.1.2.38,Integer,12178
.1.3.6.1.4.1.12148.10.5.7.3.1.2.39,Integer,11989
.1.3.6.1.4.1.12148.10.5.7.3.1.2.40,Integer,11599
.1.3.6.1.4.1.12148.10.5.7.3.1.2.41,Integer,11187
.1.3.6.1.4.1.12148.10.5.7.3.1.2.42,Integer,10970
.1.3.6.1.4.1.12148.10.5.7.3.1.2.43,Integer,10868
.1.3.6.1.4.1.12148.10.5.7.3.1.2.44,Integer,10923
.1.3.6.1.4.1.12148.10.5.7.3.1.2.45,Integer,10966
.1.3.6.1.4.1.12148.10.5.7.3.1.2.46,Integer,11109
.1.3.6.1.4.1.12148.10.5.7.3.1.2.47,Integer,11042
.1.3.6.1.4.1.12148.10.5.7.3.1.2.48,Integer,10705
.1.3.6.1.4.1.12148.10.5.7.3.1.2.49,Integer,10942
.1.3.6.1.4.1.12148.10.5.7.3.1.2.50,Integer,10514
.1.3.6.1.4.1.12148.10.5.7.3.1.2.51,Integer,10268
.1.3.6.1.4.1.12148.10.5.7.3.1.2.52,Integer,0
.1.3.6.1.4.1.12148.10.5.7.4.0,Integer,52
.1.3.6.1.4.1.12148.10.5.7.5.1.2.1,Integer,247
.1.3.6.1.4.1.12148.10.5.7.5.1.2.2,Integer,249
.1.3.6.1.4.1.12148.10.5.7.5.1.2.3,Integer,248
.1.3.6.1.4.1.12148.10.5.7.5.1.2.4,Integer,253
.1.3.6.1.4.1.12148.10.5.7.5.1.2.5,Integer,251
.1.3.6.1.4.1.12148.10.5.7.5.1.2.6,Integer,250
.1.3.6.1.4.1.12148.10.5.7.5.1.2.7,Integer,253
.1.3.6.1.4.1.12148.10.5.7.5.1.2.8,Integer,258
.1.3.6.1.4.1.12148.10.5.7.5.1.2.9,Integer,248
.1.3.6.1.4.1.12148.10.5.7.5.1.2.10,Integer,247
.1.3.6.1.4.1.12148.10.5.7.5.1.2.11,Integer,248
.1.3.6.1.4.1.12148.10.5.7.5.1.2.12,Integer,241
.1.3.6.1.4.1.12148.10.5.7.5.1.2.13,Integer,250
.1.3.6.1.4.1.12148.10.5.7.5.1.2.14,Integer,224
.1.3.6.1.4.1.12148.10.5.7.5.1.2.15,Integer,244
.1.3.6.1.4.1.12148.10.5.7.5.1.2.16,Integer,245
.1.3.6.1.4.1.12148.10.5.7.5.1.2.17,Integer,248
.1.3.6.1.4.1.12148.10.5.7.5.1.2.18,Integer,249
.1.3.6.1.4.1.12148.10.5.7.5.1.2.19,Integer,243
.1.3.6.1.4.1.12148.10.5.7.5.1.2.20,Integer,246
.1.3.6.1.4.1.12148.10.5.7.5.1.2.21,Integer,245
.1.3.6.1.4.1.12148.10.5.7.5.1.2.22,Integer,247
.1.3.6.1.4.1.12148.10.5.7.5.1.2.23,Integer,244
.1.3.6.1.4.1.12148.10.5.7.5.1.2.24,Integer,246
.1.3.6.1.4.1.12148.10.5.7.5.1.2.25,Integer,247
.1.3.6.1.4.1.12148.10.5.7.5.1.2.26,Integer,245
.1.3.6.1.4.1.12148.10.5.7.5.1.2.27,Integer,247
.1.3.6.1.4.1.12148.10.5.7.5.1.2.28,Integer,244
.1.3.6.1.4.1.12148.10.5.7.5.1.2.29,Integer,245
.1.3.6.1.4.1.12148.10.5.7.5.1.2.30,Integer,246
.1.3.6.1.4.1.12148.10.5.7.5.1.2.31,Integer,253
.1.3.6.1.4.1.12148.10.5.7.5.1.2.32,Integer,251
.1.3.6.1.4.1.12148.10.5.7.5.1.2.33,Integer,245
.1.3.6.1.4.1.12148.10.5.7.5.1.2.34,Integer,246
.1.3.6.1.4.1.12148.10.5.7.5.1.2.35,Integer,249
.1.3.6.1.4.1.12148.10.5.7.5.1.2.36,Integer,250
.1.3.6.1.4.1.12148.10.5.7.5.1.2.37,Integer,255
.1.3.6.1.4.1.12148.10.5.7.5.1.2.38,Integer,246
.1.3.6.1.4.1.12148.10.5.7.5.1.2.39,Integer,254
.1.3.6.1.4.1.12148.10.5.7.5.1.2.40,Integer,249
.1.3.6.1.4.1.12148.10.5.7.5.1.2.41,Integer,248
.1.3.6.1.4.1.12148.10.5.7.5.1.2.42,Integer,250
.1.3.6.1.4.1.12148.10.5.7.5.1.2.43,Integer,247
.1.3.6.1.4.1.12148.10.5.7.5.1.2.44,Integer,247
.1.3.6.1.4.1.12148.10.5.7.5.1.2.45,Integer,250
.1.3.6.1.4.1.12148.10.5.7.5.1.2.46,Integer,257
.1.3.6.1.4.1.12148.10.5.7.5.1.2.47,Integer,248
.1.3.6.1.4.1.12148.10.5.7.5.1.2.48,Integer,246
.1.3.6.1.4.1.12148.10.5.7.5.1.2.49,Integer,250
.1.3.6.1.4.1.12148.10.5.7.5.1.2.50,Integer,246
.1.3.6.1.4.1.12148.10.5.7.5.1.2.51,Integer,246
.1.3.6.1.4.1.12148.10.5.7.5.1.2.52,Integer,114
.1.3.6.1.4.1.12148.10.5.7.6.0,Integer,52
.1.3.6.1.4.1.12148.10.5.7.7.1.2.1,Integer,1759
.1.3.6.1.4.1.12148.10.5.7.7.1.2.2,Integer,1700
.1.3.6.1.4.1.12148.10.5.7.7.1.2.3,Integer,1719
.1.3.6.1.4.1.12148.10.5.7.7.1.2.4,Integer,1728
.1.3.6.1.4.1.12148.10.5.7.7.1.2.5,Integer,1741
.1.3.6.1.4.1.12148.10.5.7.7.1.2.6,Integer,1747
.1.3.6.1.4.1.12148.10.5.7.7.1.2.7,Integer,1745
.1.3.6.1.4.1.12148.10.5.7.7.1.2.8,Integer,1730
.1.3.6.1.4.1.12148.10.5.7.7.1.2.9,Integer,1734
.1.3.6.1.4.1.12148.10.5.7.7.1.2.10,Integer,1820
.1.3.6.1.4.1.12148.10.5.7.7.1.2.11,Integer,1742
.1.3.6.1.4.1.12148.10.5.7.7.1.2.12,Integer,1630
.1.3.6.1.4.1.12148.10.5.7.7.1.2.13,Integer,1400
